20			0.0012  		0.0564  		276.4488
40			0.0564  		0.1025  		159.7813
60			0.1025  		0.0831  		101.4649
80			0.0831  		0.0244  		54.0422 
100			0.0244  		0.0295  		45.9579 
120			0.0295  		0.0302  		38.5696 
140			0.0302  		0.0269  		31.8612 
160			0.0269  		0.0634  		35.6189 
180			0.0634  		0.0823  		33.7448 
200			0.0823  		0.1032  		32.0096 
220			0.1032  		0.0683  		26.3934 
240			0.0683  		0.0445  		21.6155 
260			0.0445  		0.0655  		22.0993 
280			0.0655  		0.0611  		20.1615 
300			0.0611  		0.0538  		18.2007 
320			0.0538  		0.0587  		17.4607 
340			0.0587  		0.0316  		13.8049 
360			0.0316  		0.0292  		12.7246 
380			0.0292  		0.0373  		12.9803 
400			0.0373  		0.0348  		12.0808 
420			0.0348  		0.0150  		8.6276  
440			0.0150  		0.0150  		8.2355  
460			0.0150  		0.0856  		13.3289 
480			0.0856  		0.0858  		12.7802 
500			0.0858  		0.0411  		10.1426 
520			0.0411  		0.0399  		9.6718  
540			0.0399  		0.0455  		9.6668  
560			0.0455  		0.0237  		7.6374  
580			0.0237  		0.0107  		5.4020  
600			0.0107  		0.0882  		10.2919 
620			0.0882  		0.1178  		10.6330 
640			0.1178  		0.0763  		9.3198  
660			0.0763  		0.1228  		10.0793 
680			0.1228  		0.1417  		10.0865 
700			0.1417  		0.1026  		9.1334  
720			0.1026  		0.0814  		8.4141  
740			0.0814  		0.0637  		7.7107  
760			0.0637  		0.0639  		7.5127  
780			0.0639  		0.0634  		7.3068  
800			0.0634  		0.0254  		5.4756  
820			0.0254  		0.0185  		4.7834  
840			0.0185  		0.0166  		4.4826  
860			0.0166  		0.0276  		5.2338  
880			0.0276  		0.0436  		5.8630  
900			0.0436  		0.0755  		6.6114  
920			0.0755  		0.0840  		6.6342  
940			0.0840  		0.0566  		5.8876  
960			0.0566  		0.0423  		5.3259  
980			0.0423  		0.0417  		5.1972  
1000			0.0417  		0.1124  		6.5241  
1020			0.1124  		0.1348  		6.6535  
1040			0.1348  		0.0574  		5.3412  
1060			0.0574  		0.0341  		4.5306  
1080			0.0341  		0.0320  		4.3618  
1100			0.0320  		0.0579  		5.0602  
1120			0.0579  		0.0320  		4.2060  
1140			0.0320  		0.0872  		5.4023  
1160			0.0872  		0.0780  		5.1706  
1180			0.0780  		0.0402  		4.2712  
1200			0.0402  		0.0145  		2.9744  
1220			0.0145  		0.0306  		3.8099  
1240			0.0306  		0.0468  		4.2419  
1260			0.0468  		0.0487  		4.2213  
1280			0.0487  		0.0292  		3.5768  
1300			0.0292  		0.0979  		4.8651  
1320			0.0979  		0.0630  		4.3103  
1340			0.0630  		0.0710  		4.3739  
1360			0.0710  		0.0970  		4.6406  
1380			0.0970  		0.1365  		4.9308  
1400			0.1365  		0.0882  		4.4109  
1420			0.0882  		0.0537  		3.8439  
1440			0.0537  		0.0694  		4.0474  
1460			0.0694  		0.0776  		4.1033  
1480			0.0776  		0.0222  		2.8277  
1500			0.0222  		0.0179  		2.5803  
1520			0.0179  		0.0136  		2.2912  
1540			0.0136  		0.0436  		3.3492  
1560			0.0436  		0.0461  		3.3577  
1580			0.0461  		0.0584  		3.5308  
1600			0.0584  		0.0645  		3.5770  
1620			0.0645  		0.0707  		3.6144  
1640			0.0707  		0.0585  		3.4033  
1660			0.0585  		0.0634  		3.4331  
1680			0.0634  		0.0165  		2.2342  
1700			0.0165  		0.0334  		2.8071  
1720			0.0334  		0.0584  		3.2434  
1740			0.0584  		0.0484  		3.0505  
1760			0.0484  		0.0591  		3.1798  
1780			0.0591  		0.0695  		3.2758  
1800			0.0695  		0.0773  		3.3242  
1820			0.0773  		0.1018  		3.5064  
1840			0.1018  		0.0866  		3.3412  
1860			0.0866  		0.0732  		3.1749  
1880			0.0732  		0.0595  		2.9820  
1900			0.0595  		0.0362  		2.5743  
1920			0.0362  		0.0643  		2.9780  
1940			0.0643  		0.0379  		2.5543  
1960			0.0379  		0.0066  		1.2391  
1980			0.0066  		0.0571  		2.8019  
2000			0.0571  		0.0539  		2.7327  
2020			0.0539  		0.0519  		2.6783  
2040			0.0519  		0.0625  		2.7831  
2060			0.0625  		0.0371  		2.3918  
2080			0.0371  		0.0081  		1.3122  
2100			0.0081  		0.1004  		3.0291  
2120			0.1004  		0.1025  		3.0146  
2140			0.1025  		0.1045  		2.9999  
2160			0.1045  		0.0209  		1.8968  
2180			0.0209  		0.0298  		2.1149  
2200			0.0298  		0.0544  		2.4896  
2220			0.0544  		0.0648  		2.5809  
2240			0.0648  		0.1120  		2.9104  
2260			0.1120  		0.1310  		2.9849  
2280			0.1310  		0.1430  		3.0139  
2300			0.1430  		0.0786  		2.6122  
2320			0.0786  		0.0774  		2.5799  
2340			0.0774  		0.0900  		2.6515  
2360			0.0900  		0.0333  		2.0217  
2380			0.0333  		0.0424  		2.1510  
2400			0.0424  		0.0318  		1.9602  
2420			0.0318  		0.0352  		2.0034  
2440			0.0352  		0.0334  		1.9570  
2460			0.0334  		0.0299  		1.8761  
2480			0.0299  		0.0688  		2.3452  
2500			0.0688  		0.0684  		2.3234  
2520			0.0684  		0.0673  		2.2957  
2540			0.0673  		0.0571  		2.1836  
2560			0.0571  		0.0417  		1.9893  
2580			0.0417  		0.0612  		2.1892  
2600			0.0612  		0.0411  		1.9510  
2620			0.0411  		0.0668  		2.2038  
2640			0.0668  		0.0629  		2.1539  
2660			0.0629  		0.0288  		1.7149  
2680			0.0288  		0.0286  		1.6978  
2700			0.0286  		0.0203  		1.5024  
2720			0.0203  		0.0196  		1.4736  
2740			0.0196  		0.0196  		1.4618  
2760			0.0196  		0.0320  		1.7079  
2780			0.0320  		0.0361  		1.7570  
2800			0.0361  		0.0341  		1.7161  
2820			0.0341  		0.0539  		1.9381  
2840			0.0539  		0.0413  		1.7888  
2860			0.0413  		0.0280  		1.5796  
2880			0.0280  		0.0321  		1.6382  
2900			0.0321  		0.0463  		1.8083  
2920			0.0463  		0.0529  		1.8620  
2940			0.0529  		0.1313  		2.2953  
2960			0.1313  		0.1540  		2.3577  
2980			0.1540  		0.1369  		2.2849  
3000			0.1369  		0.1115  		2.1710  
3020			0.1115  		0.1109  		2.1540  
3040			0.1109  		0.0645  		1.8829  
3060			0.0645  		0.0735  		1.9321  
3080			0.0735  		0.0529  		1.7657  
3100			0.0529  		0.0448  		1.6764  
3120			0.0448  		0.0364  		1.5698  
3140			0.0364  		0.0404  		1.6072  
3160			0.0404  		0.0345  		1.5261  
3180			0.0345  		0.0308  		1.4649  
3200			0.0308  		0.0306  		1.4525  
3220			0.0306  		0.0418  		1.5831  
3240			0.0418  		0.0743  		1.8291  
3260			0.0743  		0.0485  		1.6292  
3280			0.0485  		0.0345  		1.4692  
3300			0.0345  		0.0229  		1.2822  
3320			0.0229  		0.0372  		1.4852  
3340			0.0372  		0.0620  		1.6966  
3360			0.0620  		0.0482  		1.5778  
3380			0.0482  		0.0527  		1.6071  
3400			0.0527  		0.0658  		1.6920  
3420			0.0658  		0.0212  		1.2036  
3440			0.0212  		0.0422  		1.4854  
3460			0.0422  		0.1045  		1.8551  
3480			0.1045  		0.1112  		1.8702  
3500			0.1112  		0.0938  		1.7896  
3520			0.0938  		0.0922  		1.7722  
3540			0.0922  		0.0188  		1.1150  
3560			0.0188  		0.0426  		1.4394  
3580			0.0426  		0.0377  		1.3819  
3600			0.0377  		0.0242  		1.1964  
3620			0.0242  		0.0311  		1.2899  
3640			0.0311  		0.0320  		1.2941  
3660			0.0320  		0.0780  		1.6388  
3680			0.0780  		0.0817  		1.6478  
